
0.70	0.85	0.53	0.23	0.38	0.19	0.26	-0.01	0.26

0.62	0.87	0.60	0.22	0.34	0.17	0.25	-0.02	0.24

0.65	0.84	0.49	0.21	0.39	0.17	0.24	-0.03	0.24

0.69	0.86	0.59	0.23	0.32	0.19	0.26	0.01	0.25

0.70	0.88	0.56	0.23	0.35	0.19	0.27	0.00	0.27

0.70	0.88	0.56	0.23	0.35	0.19	0.26	0.01	0.26

0.65	0.83	0.50	0.21	0.40	0.17	0.24	-0.03	0.24

0.68	0.87	0.55	0.23	0.35	0.19	0.26	-0.00	0.26

0.69	0.86	0.59	0.23	0.35	0.20	0.27	0.00	0.27


0.70	0.87	0.57	0.23	0.33	0.19	0.26	0.01	0.26

0.70	0.86	0.53	0.22	0.37	0.19	0.26	0.00	0.26

0.65	0.83	0.60	0.23	0.33	0.17	0.23	-0.02	0.23



0.65	0.81	0.52	0.22	0.39	0.17	0.24	-0.03	0.23

0.62	0.82	0.63	0.23	0.30	0.17	0.23	-0.02	0.23

0.71	0.84	0.52	0.23	0.37	0.19	0.26	0.01	0.26




0.64	0.83	0.52	0.22	0.36	0.17	0.24	-0.02	0.24

0.70	0.85	0.57	0.23	0.35	0.19	0.26	0.01	0.26

0.69	0.92	0.57	0.23	0.35	0.19	0.28	0.02	0.28



0.69	0.88	0.57	0.23	0.31	0.19	0.26	0.02	0.26

0.69	0.86	0.58	0.23	0.32	0.19	0.25	0.01	0.25

0.63	0.86	0.59	0.23	0.33	0.17	0.24	-0.01	0.24



0.68	0.90	0.60	0.24	0.30	0.19	0.26	0.02	0.26

0.64	0.88	0.55	0.22	0.36	0.17	0.25	-0.01	0.25

0.65	0.82	0.54	0.22	0.37	0.17	0.24	-0.02	0.24



0.63	0.84	0.60	0.22	0.34	0.17	0.24	-0.03	0.23

0.70	0.90	0.52	0.22	0.38	0.19	0.27	0.01	0.27

0.68	0.89	0.55	0.23	0.35	0.19	0.26	0.02	0.26



0.65	0.84	0.58	0.22	0.34	0.17	0.24	-0.02	0.24

0.62	0.82	0.58	0.23	0.32	0.17	0.23	-0.01	0.23

0.69	0.88	0.54	0.22	0.36	0.19	0.27	0.00	0.27



0.64	0.82	0.59	0.23	0.33	0.17	0.23	-0.01	0.23

0.69	0.87	0.56	0.23	0.35	0.19	0.26	0.01	0.26

0.62	0.86	0.60	0.23	0.33	0.17	0.24	-0.02	0.24




0.69	0.87	0.53	0.23	0.37	0.19	0.27	0.01	0.27

0.70	0.88	0.51	0.23	0.37	0.19	0.27	-0.00	0.27

0.69	0.89	0.54	0.22	0.36	0.19	0.26	0.01	0.26



0.67	0.89	0.62	0.23	0.30	0.19	0.26	0.02	0.26

0.68	0.88	0.60	0.23	0.32	0.19	0.26	0.01	0.26

0.65	0.85	0.56	0.22	0.37	0.17	0.24	-0.03	0.24



0.72	0.86	0.53	0.23	0.37	0.19	0.26	-0.00	0.26

0.69	0.91	0.59	0.23	0.33	0.20	0.27	0.01	0.27

0.72	0.88	0.61	0.23	0.33	0.20	0.27	0.00	0.27



0.64	0.83	0.60	0.23	0.33	0.17	0.23	-0.02	0.23

0.68	0.82	0.57	0.22	0.36	0.17	0.24	-0.03	0.24

0.70	0.86	0.54	0.23	0.37	0.20	0.27	-0.00	0.27



0.71	0.86	0.61	0.22	0.31	0.19	0.25	0.00	0.25

0.66	0.85	0.58	0.22	0.36	0.17	0.24	-0.04	0.24

0.63	0.86	0.61	0.23	0.30	0.17	0.23	-0.02	0.23



0.69	0.81	0.58	0.24	0.34	0.17	0.23	-0.03	0.23

0.75	0.84	0.58	0.24	0.34	0.20	0.26	-0.01	0.26

0.69	0.82	0.57	0.23	0.34	0.16	0.23	-0.04	0.23



0.72	0.91	0.58	0.23	0.35	0.19	0.28	-0.01	0.28

0.72	0.89	0.59	0.24	0.34	0.20	0.27	-0.01	0.27


  5.66	5.58	5.91	1.20	1.40	1.03	1.85	0.24	1.84



5.75	5.68	5.92	1.24	1.43	1.07	1.89	0.26	1.87

5.72	5.67	5.97	1.24	1.43	1.06	1.91	0.24	1.89

5.63	5.55	5.87	1.20	1.40	1.03	1.80	0.23	1.78



5.68	5.59	5.87	1.21	1.40	1.06	1.88	0.24	1.87

5.56	5.48	5.83	1.17	1.38	1.02	1.78	0.22	1.76

5.65	5.53	5.82	1.20	1.39	1.06	1.86	0.26	1.84



5.69	5.58	5.86	1.21	1.40	1.06	1.89	0.26	1.87

5.56	5.48	5.83	1.18	1.38	1.03	1.85	0.24	1.83

5.69	5.63	5.90	1.23	1.42	1.06	1.89	0.24	1.88



5.98	5.88	6.15	1.28	1.48	1.11	2.09	0.28	2.08

5.77	5.69	6.01	1.22	1.43	1.06	1.89	0.23	1.88

5.94	5.85	6.20	1.25	1.48	1.09	2.01	0.27	1.99



5.66	5.61	5.86	1.21	1.41	1.04	1.93	0.21	1.92

5.66	5.55	5.79	1.20	1.39	1.05	1.94	0.24	1.92

6.05	5.94	6.27	1.30	1.50	1.13	2.01	0.25	1.99



5.65	5.59	5.92	1.21	1.41	1.04	1.91	0.25	1.89

5.69	5.62	5.90	1.20	1.41	1.03	1.98	0.23	1.96

5.67	5.60	5.83	1.21	1.40	1.05	1.97	0.24	1.95



5.63	5.57	5.88	1.19	1.40	1.03	1.91	0.24	1.89

5.70	5.62	5.84	1.21	1.40	1.06	1.97	0.25	1.95

5.64	5.55	5.84	1.19	1.39	1.03	1.91	0.24	1.89



5.68	5.60	5.84	1.22	1.40	1.07	1.99	0.26	1.98

5.60	5.52	5.86	1.19	1.38	1.03	1.94	0.23	1.93

5.63	5.56	5.88	1.20	1.40	1.03	1.93	0.23	1.92



5.65	5.59	5.90	1.21	1.40	1.05	1.91	0.19	1.90

5.72	5.59	5.84	1.20	1.39	1.08	2.05	0.25	2.03

5.64	5.52	5.82	1.18	1.38	1.05	1.93	0.21	1.92



5.66	5.53	5.87	1.18	1.39	1.07	1.97	0.24	1.95

5.64	5.56	5.70	1.20	1.39	1.06	2.05	0.26	2.04



5.76	5.61	5.86	1.21	1.40	1.11	2.07	0.25	2.06




5.80	5.70	5.90	1.24	1.42	1.10	2.10	0.23	2.09

5.67	5.58	5.82	1.19	1.40	1.06	2.03	0.23	2.02

5.75	5.64	5.84	1.21	1.40	1.10	2.15	0.26	2.14



5.82	5.73	5.93	1.24	1.43	1.09	2.19	0.21	2.18

5.84	5.74	6.00	1.25	1.43	1.12	2.16	0.23	2.15

5.83	5.70	6.07	1.24	1.44	1.09	2.08	0.21	2.07




5.76	5.67	6.03	1.22	1.42	1.10	2.13	0.20	2.12

6.03	5.93	6.19	1.29	1.49	1.15	2.27	0.26	2.26

5.79	5.69	6.03	1.23	1.43	1.09	2.06	0.22	2.04






5.66	5.48	5.80	1.18	1.38	1.06	2.13	0.15	2.13

5.63	5.51	5.70	1.16	1.37	1.04	2.19	0.20	2.18

5.79	5.64	5.77	1.21	1.40	1.09	2.24	0.22	2.23



5.79	5.63	5.83	1.22	1.41	1.10	2.33	0.15	2.33

5.74	5.64	5.84	1.23	1.40	1.10	2.24	0.18	2.23

5.77	5.66	5.82	1.23	1.41	1.08	2.28	0.18	2.28





5.64	5.46	5.73	1.16	1.36	1.08	2.32	0.11	2.31

5.64	5.45	5.61	1.18	1.35	1.08	2.20	0.20	2.19

5.81	5.64	5.75	1.20	1.40	1.09	2.36	0.20	2.36




6.15	5.98	6.20	1.30	1.50	1.19	2.57	0.15	2.56

5.71	5.71	5.77	1.23	1.42	1.09	2.42	0.23	2.41

5.92	5.79	6.01	1.23	1.44	1.10	2.47	0.16	2.46




5.71	5.43	5.64	1.15	1.35	1.07	2.45	0.16	2.44

5.88	5.76	6.11	1.25	1.44	1.18	2.48	0.20	2.47

5.98	5.73	6.18	1.25	1.44	1.18	2.48	0.05	2.47



5.53	5.59	5.78	1.22	1.40	1.16	2.18	0.21	2.17

5.43	5.28	5.72	1.18	1.33	1.19	2.22	0.13	2.21

5.34	5.32	5.73	1.18	1.35	1.14	2.01	0.13	2.01



5.91	6.07	5.76	1.27	1.49	1.11	2.87	0.42	2.84

5.27	4.85	5.60	1.11	1.23	1.17	2.21	0.07	2.21

